rank,es_word,es_sentence,fr_word,fr_sentence
3857,hazaña,"la hija del héroe cuenta hazañas increíbles",exploit,"la fille du héros raconte des exploits incroyables"
3858,dureza,"sentí la dureza fría del metal temblar en mi frente",dureté,"je sentis la dureté froide du métal trembler sur mon front"
3859,sábana,"mi cuerpo reposó exhausto sobre la sábana limpia",drap,"mon corps épuisé reposa sur le drap propre"
3860,revisión,"para el mantenimiento y revisión de líneas transmisoras eléctricas",révision,"pour l'entretien et la révision des lignes de transmission électriques"
3861,retirada,"el imperialismo europeo, ya en retirada",retrait,"l'impérialisme européen, déjà en retrait"
3862,básicamente,"estaban pensando básicamente en la modernización del sector",essentiellement,"ils pensaient essentiellement à la modernisation du secteur"
3863,aroma,"percibió en el aire un aroma de tabaco habano",arôme,"elle perçut dans l'air un arôme de tabac cubain"
3864,optimismo,"sus talentos múltiples justifican su optimismo",optimisme,"ses talents multiples justifient son optimisme"
3865,mate,"siempre tomo el mate bebido",mate,"je prends toujours le maté bu"
3866,lujoso,"esta casa moderna, lujosa, y sin duda única en el mundo",luxueuse,"cette maison moderne, luxueuse et sans aucun doute unique au monde"
3867,evento,"durante muchos años, el principal evento olímpico fue el pentatlón",événement,"pendant de nombreuses années, le principal événement olympique a été le pentathlon"
3868,físico,"los físicos emplean también reactores de fisión o aceleradores",physicien,"les physiciens utilisent également des réacteurs de fission ou des accélérateurs"
3869,estrenar,"tenía un traje nuevo que iba a estrenar en un banquete",inaugurer,"il avait un costume neuf qu'il allait inaugurer lors d'un banquet"
3870,pasto,"ella caminaba descalza sobre el pasto e iba regando sus plantas",gazon,"elle marchait pieds nus sur l'herbe et arrosait ses plantes"
3871,hostil,"tuvieron una mirada hostil y un agrio murmullo de censura",hostile,"ils avaient un regard hostile et un murmure aigre de désapprobation"
3872,gallo,"el primer canto de los gallos al amanecer",coq,"le premier chant du coq à l'aube"
3873,tropical,"las frutas tropicales incluyen plátanos, mangos, y dátiles",tropical,"les fruits tropicaux comprennent les bananes, les mangues et les dattes"
3874,rendimiento,"para mejorar el rendimiento de las plantaciones agrícolas",rendement,"pour améliorer le rendement des plantations agricoles"
3875,lentitud,"en forma de humo que se difunde con lentitud",lenteur,"sous forme de fumée qui se diffuse lentement"
3876,aula,"pueden enseñarse en el aula lectura, escritura, aritmética",salle de classe,"on peut enseigner en salle de classe la lecture, l'écriture, l'arithmétique"
3877,incitar,"el desvelo irritante le incitó a beber un poco de alcohol",inciter,"le dérangement irritant l'incita à boire un peu d'alcool"
3878,franco,"fue atento a sus deseos, generoso y franco, y de buen humor",franc,"il était attentif à ses désirs, généreux et franc, et de bonne humeur"
3879,inédito,"la edición está inédita prácticamente toda",inédit,"l'édition est pratiquement toute inédite"
3880,uniforme,"de edificios de igual altura y uniforme arquitectura",uniforme,"de bâtiments de hauteur égale et d'architecture uniforme"
3881,himno,"entona el Himno Nacional con voz de barítono",hymne,"il entonne l'hymne national avec une voix de baryton"
3882,sindicato,"crearon partidos políticos y sindicatos de trabajadores",syndicat,"ils ont créé des partis politiques et des syndicats de travailleurs"
3883,mariposa,"la cría de bellas mariposas tropicales",papillon,"l'élevage de magnifiques papillons tropicaux"
3884,propiciar,"estaríamos propiciando el divorcio, aunque creyéramos criticarlo",favoriser,"nous favoriserions le divorce, même si nous croyions le critiquer"
3885,ﬁdelidad,"no recuerdo con fidelidad los detalles",fidélité,"je ne me souviens pas fidèlement des détails"
3886,retraso,"no llegan aunque dan las once; treinta minutos de retraso",retard,"ils n'arrivent pas même s'il est onze heures ; trente minutes de retard"
3887,desplazamiento,"el desplazamiento desde un punto a otro",déplacement,"le déplacement d'un point à un autre"
3888,cuestionar,"surgió un deseo de reexaminar y cuestionar las ideas",remettre en question,"un désir est né de réexaminer et de remettre en question les idées"
3889,integrante,"quería ser parte integrante de nuestro universo",membre,"il voulait être membre intégrante de notre univers"
3890,lingüístico,"el estudio del cambio lingüístico y la clasificación de las lenguas",linguistique,"l'étude du changement linguistique et la classification des langues"
3891,compatriota,"te gusta que tus compatriotas te apoyen como paraguayos",compatriote,"tu aimes que tes compatriotes te soutiennent en tant que Paraguayens"
3892,mexicano,"recibe su nombre del actual estado mexicano de Veracruz",mexicain,"il tire son nom de l'état mexicain actuel de Veracruz"
3893,fundir,"los chinos fueron los primeros en fundir el hierro",fondre,"les Chinois furent les premiers à fondre le fer"
3894,localidad,"una localidad situada al otro lado de la frontera",localité,"une localité située de l'autre côté de la frontière"
3895,reprimir,"no pudo reprimir sus ganas de llorar",réprimer,"elle ne put réprimer l'envie de pleurer"
3896,autorizado,"el individuo está autorizado para ejercer los derechos políticos",autorisé,"l'individu est autorisé à exercer les droits politiques"
3897,leal,"quería vivir con un marido leal",loyal,"elle voulait vivre avec un mari loyal"
3898,lobo,"era un hereje, un anarquista, un lobo con piel de oveja",loup,"il était un hérétique, un anarchiste, un loup déguisé en agneau"
3899,asamblea,"esto será objeto de una discusión en la Asamblea Nacional",assemblée,"cela fera l'objet d'une discussion à l'Assemblée nationale"
3900,pañuelo,"mientras se cubrían la boca con un pañuelo y comenzaban a llorar",mouchoir,"pendant qu'ils se couvraient la bouche d'un mouchoir et commençaient à pleurer"
3901,meditar,"se retira a meditar a solas",méditer,"il se retire pour méditer seul"
3902,temblor,"el cuerpo se le llenaba de violentos temblores",tremblement,"son corps était secoué de violents tremblements"
3903,gira,"el Presidente tuvo que posponer una gira muy importante a Estados Unidos",tournée,"le Président a dû reporter une tournée très importante aux États-Unis"
3904,manto,"te cubrí con mi manto y me senté a llorar contigo",manteau,"je t'ai couvert de mon manteau et me suis assis à pleurer avec toi"
3905,cubano,"yo aproveché para encender un buen tabaco cubano",cubain,"j'en ai profité pour allumer un bon cigare cubain"
3906,asombro,"el grito se le murió en la garganta y quedó muda de asombro",étonnement,"le cri s'éteignit dans sa gorge et elle resta muette d'étonnement"
3907,gobernador,"hablan el presidente y el gobernador al público",gouverneur,"le président et le gouverneur s'adressent au public"
3908,amplitud,"toda la profundidad y la amplitud adquiridas por su espíritu agudo",amplitude,"toute la profondeur et l'amplitude acquises par son esprit vif"
3909,carbón,"parece la entrada a una mina de carbón o a una cueva de tesoros",charbon,"on dirait l'entrée d'une mine de charbon ou d'une grotte au trésor"
3910,campamento,"pero instalar la carpa en un campamento nos resulta insoportable",campement,"mais monter la tente dans un campement nous semble insupportable"
3911,sangriento,"de sofocar aquella imagen en el pantano sangriento de la guerra",sanglant,"d'étouffer cette image dans le marais sanglant de la guerre"
3912,matemático,"un coprocesador matemático para acelerar ciertas operaciones",mathématique,"un coprocesseur mathématique pour accélérer certaines opérations"
3913,portugués,"para que Portugal abandonase Goa y el resto de la India portuguesa",portugais,"pour que le Portugal abandonne Goa et le reste de l'Inde portugaise"
3914,intensamente,"me miraba intensamente a los ojos",intensément,"elle me regardait intensément dans les yeux"
3915,suavemente,"y lo mecía suavemente para que no fuese a llorar",doucement,"et je le berçais doucement pour qu'il ne pleure pas"
3916,excursión,"participaban en una excursión para observar aves migratorias",excursion,"ils participaient à une excursion pour observer les oiseaux migrateurs"
3917,predicar,"voy a predicar el Evangelio",prêcher,"je vais prêcher l'Évangile"
3918,encarnar,"las muchas formas del mal en que se encarna el demonio",incarner,"les nombreuses formes du mal dans lesquelles le diable s'incarne"
3919,lamentablemente,"lamentablemente, mis dificultades idiomáticas me limitan",malheureusement,"malheureusement, mes difficultés linguistiques me limitent"
3920,tomate,"las fuentes vegetales son brécol, tomates, espinacas, col, pimientos",tomate,"les sources végétales comprennent le brocoli, les tomates, les épinards, le chou et les poivrons"
3921,negociar,"me dedico a negociar nulidades matrimoniales",négocier,"je me consacre à négocier des nullités matrimoniales"
3922,cinturón,"mi padre se quitó el cinturón y me pegó una zurra grande",ceinture,"mon père enleva sa ceinture et me donna une raclée"
3923,estático,"todo permanecía igual, estático",statique,"tout restait inchangé, statique"
3924,antaño,"está pintada con el característico rojo colonial de antaño",antan,"elle est peinte dans le rouge colonial caractéristique d'autrefois"
3925,bulto,"examinaron cuanto bulto, ropa o jergón hallaron; no encontraron nada",paquet,"ils ont examiné tout paquet, vêtement ou matelas qu'ils ont trouvé; ils n'ont rien trouvé"
3926,adónde,"si pudiera hacer otro viaje ¿Adónde iría?",où,"si je pouvais faire un autre voyage, où irais-je ?"
3927,vocabulario,"usando las mejores palabras de un vocabulario no muy amplio",vocabulaire,"en utilisant les meilleurs mots d'un vocabulaire pas très étendu"
3928,especulación,"este año se caracterizó por la especulación y la incertidumbre",spéculation,"cette année a été marquée par la spéculation et l'incertitude"
3929,manual,"el libro se titula «Manual de Instrucciones para Vivir»",manuel,"le livre s'intitule «Manuel d'instructions pour vivre»"
3930,representativo,"fue reconocido como el único gobierno representativo de China",représentatif,"il a été reconnu comme le seul gouvernement représentatif de la Chine"
3931,honrar,"tenemos que honrar a nuestros héroes",honorer,"nous devons honorer nos héros"
3932,disparo,"suena un disparo. // ¡Cuidado, tiene una pistola!",tir,"un coup de feu retentit. // Attention, il a un pistolet !"
3933,desencadenar,"se desencadenó una tormenta de truenos y relámpagos",déclencher,"un orage de tonnerre et d'éclairs s'est déclenché"
3934,residuo,"iba pisando residuos de cemento en los mosaicos",résidu,"il marchait sur des résidus de ciment dans les mosaïques"
3935,vanidad,"no digo esto por vanidad o por jactancia",vanité,"je ne dis pas cela par vanité ou vantardise"
3936,ofender,"se ofendió como si la hubiera insultado",offenser,"elle s'est offensée comme si je l'avais insultée"
3937,renovación,"significaron una cierta renovación de la moral de la Iglesia",renouveau,"ils ont marqué un certain renouveau de la morale de l'Église"
3938,enfriar,"se le va a enfriar el café con leche",refroidir,"son café au lait va refroidir"
3939,furioso,"se irguió furioso, ofendido y cobarde",furieux,"il se dressa furieux, offensé et lâche"
3940,estudioso,"él había sido el estudioso, el dedicado, el inteligente",étudiant,"il avait été l'étudiant, le dévoué, l'intelligent"
3941,ilustrar,"dedicado a ilustrar sus sueños con grandes pinturas murales",illustrer,"dédié à illustrer ses rêves avec de grandes peintures murales"
3942,ratificar,"el congreso no ratificó el tratado de límites",ratifier,"le Congrès n'a pas ratifié le traité de limites"
3943,peste,"incluso la terrible aparición de la peste negra, del siglo XIV",peste,"même la terrible apparition de la peste noire, au XIVe siècle"
3944,expedición,"Perry dirigió una expedición naval en la bahía de Edo",expédition,"Perry dirigea une expédition navale dans la baie d'Edo"
3945,destrozar,"las ramas agudas que le destrozaban las ropas",déchirer,"les branches pointues qui déchiraient ses vêtements"
3946,vasco,"incorporando La Rioja y las tierras vascas occidentales",basque,"en incorporant La Rioja et les terres basques occidentales"
3947,simular,"siempre, leyendo, o simulando leer",simuler,"toujours, en lisant, ou en simulant de lire"
3948,complementario,"le concedí un tiempo extra, complementario",complémentaire,"je lui ai accordé un temps supplémentaire, complémentaire"
3949,mecánica,"los fenómenos podían explicarse mediante la mecánica de Newton",mécanique,"les phénomènes pouvaient être expliqués par la mécanique newtonienne"
3950,electricidad,"sucesivamente, me cortaron el gas, la electricidad y el agua",électricité,"successivement, ils m'ont coupé le gaz, l'électricité et l'eau"
3951,insólito,"pensaba que algo insólito estaba ocurriendo en ese lugar",insolite,"je pensais que quelque chose d'insolite se passait à cet endroit"
3952,temeroso,"es un hombre temeroso, acobardado",craintif,"c'est un homme craintif, intimidé"
3953,extraordinariamente,"apareció una mujer extraordinariamente hermosa",extraordinairement,"une femme extraordinairement belle est apparue"
3954,ascensor,"cerré la puerta y bajé en el ascensor",ascenseur,"j'ai fermé la porte et suis descendu en ascenseur"
3955,bicicleta,"una chica pasa en bicicleta por la ruta",vélo,"une fille passe à vélo sur la route"
3956,consagrado,"ella era la maestra de kínder del pueblo",consacré,"elle était l'institutrice de la maternelle du village"
3957,aporte,"la humanidad espera nuestro aporte a la civilización y a la cultura",contribution,"l'humanité attend notre contribution à la civilisation et à la culture"
3958,despierto,"en la mañana escuchamos al bebé bien despierto",éveillé,"le matin, nous avons entendu le bébé bien éveillé"
3959,beca,"obtuvo una beca para acudir al seminario",bourse,"il a obtenu une bourse pour aller au séminaire"
3960,consentir,"no voy a consentir que un idiota arruine mis planes",consentir,"je ne vais pas consentir qu'un idiot ruine mes projets"
3961,trigo,"el pan: masa de trigo que, fermentado y cocido, le gusta comer",blé,"le pain : une pâte de blé fermentée et cuite, qu'il aime manger"
3962,paralizar,"dispuesto a paralizar impulsos, y reducir energías",paralyser,"prêt à paralyser les impulsions et à réduire les énergies"
3963,disipar,"unos meses después, se disipó toda duda sobre el futuro",disperser,"quelques mois plus tard, tous les doutes sur l'avenir se dissipèrent"
3964,incrementar,"en poco tiempo incrementó la producción de hielo",augmenter,"en peu de temps, il a augmenté la production de glace"
3965,plataforma,"el operador de cámara maneja la plataforma móvil que sujeta la cámara",plateforme,"l'opérateur de caméra manipule la plateforme mobile qui supporte la caméra"
3966,maestra,"ella era la maestra de kínder del pueblo",institutrice,"elle était l'institutrice de la maternelle du village"
3967,clínica,"las clínicas lejanas, los especialistas, las onerosas medicinas",clinique,"les cliniques éloignées, les spécialistes, les médicaments coûteux"
3968,heredero,"el único y universal legítimo heredero de su hermana fallecida",héritier,"le seul héritier légitime universel de sa sœur décédée"
3969,embarazada,"quedó embarazada del único hijo verdaderamente deseado",enceinte,"elle est tombée enceinte du seul enfant qu'elle désirait vraiment"
3970,estadio,"para edificar un monumental estadio de fútbol",stade,"pour construire un stade de football monumental"
3971,latinoamericano,"situación común a todo el cine latinoamericano y español",latino-américain,"situation commune à tout le cinéma latino-américain et espagnol"
3972,tecnológico,"una nueva iniciativa en desarrollo tecnológico",technologique,"une nouvelle initiative dans le développement technologique"
3973,desfile,"me gusta ver el desfile de los caballos desde el parque",défilé,"j'aime regarder le défilé des chevaux depuis le parc"
3974,buque,"para detectar submarinos y buques enemigos",navire,"pour détecter les sous-marins et les navires ennemis"
3975,parentesco,"de una relación de parentesco, de la paternidad o de la maternidad",parenté,"d'une relation de parenté, de la paternité ou de la maternité"
3976,fallo,"para que todo salga bien, sin fallos",défaillance,"pour que tout se passe bien, sans défaillance"
3977,rebeldía,"hay una inmensa rebeldía contra todo lo que pueda ser autoridad",rébellion,"il y a une immense rébellion contre tout ce qui pourrait être une autorité"
3978,desigual,"pero el camino es desigual y escabroso",inégal,"mais le chemin est inégal et escarpé"
3979,corrección,"me había hablado con corrección, pero con firmeza",correction,"il m'avait parlé avec correction, mais avec fermeté"
3980,chispa,"se le encendió una chispa en los ojos",étincelle,"une étincelle s'est allumée dans ses yeux"
3981,virgen,"quiero que mi hija se case virgen, con un traje blanco",vierge,"je veux que ma fille se marie vierge, avec une robe blanche"
3982,reprochar,"J. me va a reprochar el haber sido un desgraciado",reprocher,"J. va me reprocher d'avoir été un malheureux"
3983,supervivencia,"para posibilitar la supervivencia de los animales que todavía están vivos",survie,"pour permettre la survie des animaux qui sont encore en vie"
3984,caridad,"dan dinero al cura para obras de caridad a los pobres",charité,"ils donnent de l'argent au prêtre pour des œuvres de charité pour les pauvres"
3985,alumbrar,"llevaban velas para alumbrar el camino",éclairer,"ils portaient des bougies pour éclairer le chemin"
3986,comunión,"en la misa tomó primera comunión",communion,"pendant la messe, elle a pris sa première communion"
3987,embajador,"es nuestro embajador en las Naciones Unidas",ambassadeur,"il est notre ambassadeur aux Nations Unies"
3988,tercio,"el Oceano Pacífico abarca más de un tercio de la superficie de la Tierra",tiers,"l'océan Pacifique couvre plus d'un tiers de la surface de la Terre"
3989,iluminación,"se van las luces y sólo queda la iluminación de velas",éclairage,"les lumières s'éteignent et seule la lumière des bougies reste"
3990,censura,"estableció la censura de los medios de comunicación",censure,"il a établi la censure des médias"
3991,disputa,"refleja tensiones por la disputa de la candidatura presidencial",dispute,"reflète des tensions pour la dispute de la candidature présidentielle"
3992,esplendor,"era un mundo refinado, de gran esplendor, con joyas y candelabros",splendeur,"c'était un monde raffiné, d'une grande splendeur, avec des bijoux et des candélabres"
3993,inscribir,"Moisés debió inscribir en sus tablas los diez mandamientos",inscrire,"Moïse devait inscrire les dix commandements sur ses tablettes"
3994,perjuicio,"el perjuicio es irreparable para los escolares",préjudice,"le préjudice est irréparable pour les écoliers"
3995,medalla,"andaba con medalla de plata en el pecho",médaille,"il marchait avec une médaille en argent sur la poitrine"
3996,lealtad,"un sentido de gratitud y lealtad a la autoridad pontificia",loyauté,"un sentiment de gratitude et de loyauté envers l'autorité pontificale"
3997,divorcio,"el matrimonio y el divorcio son consideraciones graves",divorce,"le mariage et le divorce sont des considérations graves"
3998,dotar,"su cobertura lo dotaba de un halo prodigioso",doter,"sa couverture le dotait d'une auréole prodigieuse"
3999,enfoque,"es un enfoque muy científico sobre la historia",approche,"c'est une approche très scientifique de l'histoire"
4000,civilizado,"hay otro medio más civilizado de resolver este conflicto",civilisé,"il y a un moyen plus civilisé de résoudre ce conflit"
4001,firmeza,"la firmeza de su carácter; su dureza a la hora de dejarla",fermeté,"la fermeté de son caractère ; sa dureté au moment de la quitter"
4002,indudable,"alcanzó un indudable desarrollo económico y social",indubitable,"il a atteint un développement économique et social indubitable"
4003,colina,"el jeep trepaba la colina sin dificultad",colline,"le jeep grimpait la colline sans difficulté"
4004,parcela,"les dejaba trabajar una parcela de tierra buena",parcelle,"il les laissait travailler une parcelle de bonne terre"
4005,jaula,"hoy revolotea en la jaula vacía de la jirafa",cage,"aujourd'hui, il voltige dans la cage vide de la girafe"
4006,ajuste,"se requiere un drástico programa de ajuste fiscal",ajustement,"un programme drastique d'ajustement fiscal est nécessaire"
4007,lateral,"con fachada lateral siguiendo la dirección de la calle",latéral,"avec une façade latérale suivant la direction de la rue"
4008,entierro,"voy a un entierro, que se ha muerto el abuelo",enterrement,"je vais à un enterrement, le grand-père est décédé"
4009,reventar,"estuvo a punto de reventarse de presiones interiores",exploser,"il a failli exploser sous la pression intérieure"
4010,servidor,"él no era más que servidor de esos poderosos",serveur,"il n'était qu'un serviteur de ces puissants"
4011,superioridad,"me estiman mucho por mi superioridad intelectual y mi elevado nivel mental",supériorité,"on m'estime beaucoup pour ma supériorité intellectuelle et mon niveau mental élevé"
4012,turismo,"Mallorca, una de las mecas del turismo europeo",tourisme,"Majorque, l'une des destinations phares du tourisme européen"
4013,barbaridad,"estás todo sangrado y rotoso; ¡qué barbaridad!",barbarie,"tu es tout ensanglanté et déchiré ; quelle barbarie !"
4014,rollo,"A. se metió un rollo de páginas en los bolsillos",rouleau,"A. s'est fourré un rouleau de pages dans les poches"
4015,arbitrario,"el dictador lleva un poder arbitrario y brutal",arbitraire,"le dictateur exerce un pouvoir arbitraire et brutal"
4016,triángulo,"un triángulo mágico arte-vida-verdad",triangle,"un triangle magique art-vie-vérité"
4017,aislamiento,"lucharon por romper el aislamiento de Cuba",isolement,"ils ont lutté pour briser l'isolement de Cuba"
4018,alivio,"era un alivio verse y encontrarlo ahí tan sereno",soulagement,"c'était un soulagement de se voir et de le trouver là, si serein"
4019,entrenamiento,"un intenso entrenamiento para alcanzar el punto deseado",entraînement,"un entraînement intensif pour atteindre le point désiré"
4020,truco,"un milagro sólo es un truco de magia",tour,"un miracle n'est qu'un tour de magie"
4021,respetable,"lo tratan como un hombre respetable y maduro",respectable,"on le traite comme un homme respectable et mature"
4022,disparate,"quiere entrarse de monja // ¿De monja? ¡Qué disparate!",absurdité,"elle veut entrer au couvent // Au couvent ? Quelle absurdité !"
4023,cocinero,"un cocinero debe probar todos los sabores",cuisinier,"un cuisinier doit goûter à tous les arômes"
4024,aburrir,"el único problema es aburrirse de esperar que vengan",ennuyer,"le seul problème est de s'ennuyer en attendant qu'ils viennent"
4025,diminuto,"una anciana regaba concienzudamente su diminuto jardín",minuscule,"une vieille dame arrosait consciencieusement son minuscule jardin"
4026,celeste,"la constelación celeste, donde aparece la estrella",céleste,"la constellation céleste où apparaît l'étoile"
4027,fotógrafo,"el fotógrafo enfocaba su cámara desde distintos ángulos",photographe,"le photographe cadrage son appareil photo sous différents angles"
4028,imposición,"la unción de los enfermos por la imposición de manos",imposition,"l'onction des malades par l'imposition des mains"
4029,diluir,"la tinta se diluye en el agua",diluer,"l'encre se dilue dans l'eau"
4030,convincente,"el hombre tenía un acento tan convincente",convaincant,"l'homme avait un accent si convaincant"
4031,consuelo,"le murmuraba que Dios tiene un consuelo para cada dolor",réconfort,"elle lui murmurait que Dieu a un réconfort pour chaque douleur"
4032,periodístico,"me contaba detalles de la investigación periodística",journalistique,"elle me racontait des détails de l'enquête journalistique"
4033,cariñoso,"como una gata cariñosa que pide una caricia",affectueux,"comme un chat affectueux qui demande une caresse"
4034,transmisión,"constituye otro medio de transmisión de señales a grandes distancias",transmission,"constitue un autre moyen de transmission de signaux sur de longues distances"
4035,titular,"iba a titular mi cuento «El salto cualitativo»",titre,"j'allais titrer mon conte «Le saut qualitatif»"
4036,sendero,"un sendero de piedra conduce a la residencia",sentier,"un sentier de pierre mène à la résidence"
4037,frecuentar,"comienza a frecuentar la bohemia parisina",fréquenter,"il commence à fréquenter le milieu bohème parisien"
4038,desacuerdo,"se declaró ayer en desacuerdo con la posición expresada",désaccord,"il a déclaré hier son désaccord avec la position exprimée"
4039,academia,"estudiamos en la academia",académie,"nous étudions à l'académie"
4040,acertado,"en ambas decisiones, estuvo acertado",avisé,"dans les deux décisions, il a été avisé"
4041,catedral,"te corrés a la Catedral y la dejás delante del altar",cathédrale,"tu te diriges vers la cathédrale et tu la laisses devant l'autel"
4042,mediocre,"no eres un ser mediocre, eres una gran artista",médiocre,"tu n'es pas un être médiocre, tu es une grande artiste"
4043,vanguardia,"hablé de la vanguardia con los artistas jóvenes",avant-garde,"j'ai parlé de l'avant-garde avec les jeunes artistes"
4044,desafiar,"la osadía de desafiar ante testigos la autoridad",défier,"l'audace de défier l'autorité en présence de témoins"
4045,agitado,"inestable, caprichoso, agitado por celos y recelos",agité,"instable, capricieux, agité par la jalousie et la méfiance"
4046,precario,"sonríe plácidamente ante lo precario de su situación",précaire,"il sourit paisiblement face à la précarité de sa situation"
4047,sanitario,"libre de impurezas de acuerdo con el certificado sanitario",sanitaire,"libre d'impuretés selon le certificat sanitaire"
4048,comprensible,"que sea clara, comprensible, fácil, significativa",compréhensible,"qu'elle soit claire, compréhensible, facile, significative"
4049,cuidadoso,"bien peinado y afeitado; muy cuidadoso de su persona",soigneux,"bien coiffé et rasé ; très soigneux de sa personne"
4050,despojar,"para despojar al cadáver de sus joyas",dépouiller,"pour dépouiller le cadavre de ses bijoux"
4051,embarazo,"el número nueve alude a los nueve meses de embarazo de María",grossesse,"le numéro neuf fait allusion aux neuf mois de grossesse de Marie"
4052,imposibilidad,"reconocieron la imposibilidad de ponerse de acuerdo",impossibilité,"ils ont reconnu l'impossibilité de se mettre d'accord"
4053,irracional,"la delicia irracional de la tentación y el riesgo de la caída",irrationnel,"le délice irrationnel de la tentation et le risque de la chute"
4054,reinar,"en Marulanda reinaba la anarquía y el desenfreno",régner,"à Marulanda, c'était l'anarchie et la débauche"
4055,hundido,"con el rostro hundido entre las manos",enfoncé,"avec le visage enfoncé entre les mains"
4056,reportaje,"era el reportaje de una conocida periodista",reportage,"c'était le reportage d'une journaliste connue"
4057,tambor,"para la percusión se utilizaban tambores pequeños y las campanillas",tambour,"pour la percussion, on utilisait de petits tambours et des clochettes"
4058,fundación,"propuso la inmediata fundación de otro club con el mismo nombre",fondation,"il a proposé la création immédiate d'un autre club portant le même nom"
4059,transparencia,"disminuye la radiación solar y la transparencia del aire",transparence,"il réduit le rayonnement solaire et la transparence de l'air"
4060,elegancia,"aquella joven de belleza y de elegancia rara",élégance,"cette jeune fille d'une beauté et d'une élégance rares"
4061,criminal,"¿le parece justo tratarlo como a un criminal común?",criminel,"trouveriez-vous juste de le traiter comme un criminel ordinaire ?"
4062,elogio,"por su genio en el arte era digna de elogio",éloge,"pour son génie dans l'art, elle était digne d'éloge"
4063,manta,"les enrollaba la manta o el poncho alrededor del cuello",couverture,"il les enveloppait d'une couverture ou d'un poncho autour du cou"
4064,dinámico,"un mundo efervescente, dinámico, rico en posibilidades",dynamique,"un monde effervescent, dynamique, riche en possibilités"
4065,hervir,"el agua hierve sin fuego",bouillir,"l'eau bout sans feu"
4066,sereno,"tras la tormenta, ya está muy sereno",serein,"après l'orage, il est déjà très serein"
4067,retirado,"jefes militares retirados y algunos en servicio activo",retraité,"des chefs militaires retraités et certains en service actif"
4068,alerta,"los programas de prevención y alerta funcionaron",alerte,"les programmes de prévention et d'alerte ont fonctionné"
4069,sinceridad,"quizás usted dude de la sinceridad de mis deseos",sincérité,"peut-être doutez-vous de la sincérité de mes souhaits"
4070,cátedra,"trabajando en la cátedra de Teoría Literaria en la universidad",chaire,"travaillant à la chaire de Théorie littéraire à l'université"
4071,refinado,"me pareció el lugar más refinado y elegante del mundo",raffiné,"j'ai trouvé que c'était l'endroit le plus raffiné et élégant du monde"
4072,repertorio,"la abuela, dueña de un rico repertorio de leyendas y de mitos",répertoire,"la grand-mère, détentrice d'un riche répertoire de légendes et de mythes"
4073,plancha,"una manchita que después, con la plancha caliente, ensucia toda la ropa",fer,"une petite tache qui ensuite, avec le fer chaud, salit tout le linge"
4074,terraza,"estaba en esa terraza suspendida que miraba al mar",terrasse,"il était sur cette terrasse suspendue qui donnait sur la mer"
4075,gala,"será una gala a beneficio de la institución",gala,"ce sera un gala au profit de l'institution"
4076,era,"se vivía una era de paz y de progreso",ère,"c'était une ère de paix et de progrès"
4077,arranque,"la batería, el alternador, el motor de arranque, el sistema de luces",démarrage,"la batterie, l'alternateur, le démarreur, le système d'éclairage"
4078,patada,"le da una patada en el trasero",coup de pied,"il lui donne un coup de pied dans les fesses"
4079,disculpar,"no puedo disculpar una falta tan grande",excuser,"je ne peux pas excuser une telle faute"
4080,lapso,"desde 1966, con un lapso intermedio de pocos años",laps,"depuis 1966, avec un laps de quelques années"
4081,sudor,"gruesas gotas de sudor corren por su cuerpo",sueur,"de grosses gouttes de sueur coulent sur son corps"
4082,apetito,"era un hombre de mucho comer, de mucho apetito",appétit,"c'était un homme qui mangeait beaucoup, qui avait beaucoup d'appétit"
4083,íntimamente,"estos dos aspectos están íntimamente vinculados en nuestra ley",intimement,"ces deux aspects sont intimement liés dans notre loi"
4084,indicación,"ésta fue la primera indicación del tamaño de nuestra galaxia",indication,"c'était la première indication de la taille de notre galaxie"
4085,perdurar,"perduró durante muchos siglos",perdurer,"elle a perduré pendant de nombreux siècles"
4086,aliado,"cuando los aliados desembarcaron en Normandía en junio de 1944",allié,"quand les Alliés ont débarqué en Normandie en juin 1944"
4087,presidencia,"en 1958, Jruschov obtuvo la presidencia del gobierno",présidence,"en 1958, Jruschov a obtenu la présidence du gouvernement"
4088,maldito,"el calor de este maldito país es sin igual",maudit,"la chaleur de ce maudit pays est sans égale"
4089,consejero,"agradezco al consejero por su información útil",conseiller,"je remercie le conseiller pour ses informations utiles"
4090,inundar,"una melodía alegre inunda la sala",inonder,"une mélodie joyeuse inonde la salle"
4091,consigna,"la consigna mosquetera: «Todos para uno, uno para todos»",consigne,"la consigne des mousquetaires : «Tous pour un, un pour tous»"
4092,cortesía,"él había tenido la cortesía de venir a despedirse muy temprano",courtoisie,"il avait eu la courtoisie de venir se dire au revoir très tôt"
4093,inmóvil,"el está ahí, quieto, inmóvil",immobile,"il est là, immobile, immobile"
4094,atributo,"la razón, la intuición, y la fantasía son atributos del cerebro",attribut,"la raison, l'intuition et la fantaisie sont des attributs du cerveau"
4095,furia,"¡no estás obligado a nada!, dijo con furia inexplicable",furie,"tu n'es obligé à rien !, dit-il avec une furie inexplicable"
4096,grosero,"C. era el ejemplar del hombre grosero e irrespetuoso",grossier,"C. était l'exemplaire de l'homme grossier et irrespectueux"
4097,catalán,"tenían un marcado acento catalán al hablar",catalan,"ils avaient un fort accent catalan en parlant"
